40.7128,-74.0060
34.0522,-118.2437
51.5074,-0.1278
48.8566,2.3522
35.6895,139.6917
55.7558,37.6173
37.7749,-122.4194
28.6139,77.2090
39.9042,116.4074
41.9028,12.4964
19.4326,-99.1332
1.3521,103.8198
52.5200,13.4050
31.2304,121.4737
45.4642,9.1900
59.3293,18.0686
25.276987,55.296249
43.65107,-79.347015
33.6844,73.0479
35.6762,139.6503
30.0444,31.2357
50.8503,4.3517
38.9072,-77.0369
13.7563,100.5018
-33.8688,151.2093
-23.5505,-46.6333
-1.2921,36.8219
-22.9068,-43.1729
6.5244,3.3792
60.1695,24.9354
59.9139,10.7522
-34.6037,-58.3816
4.830,-73.950
-26.2041,28.0473
18.5204,73.8567
10.8231,106.6297
12.9716,77.5946
4.7109,-74.0721
14.5995,120.9842
3.1390,101.6869
41.0082,28.9784
44.4268,26.1025
50.0755,14.4378
37.9838,23.7275
42.3601,-71.0589
35.2271,-80.8431
25.7617,-80.1918
33.4484,-112.0740
32.7767,-96.7970
29.7604,-95.3698
39.7392,-104.9903
45.5017,-73.5673
38.2527,-85.7585
4.8300,-73.9500
40.4168,-3.7038
36.1699,-115.1398
39.1031,-84.5120
44.9778,-93.2650
35.1495,-90.0490
39.9526,-75.1652
36.1627,-86.7816
42.3314,-83.0458
47.6062,-122.3321
40.7608,-111.8910
43.0389,-87.9065
33.7490,-84.3880
30.2672,-97.7431
25.2048,55.2708
31.7683,35.2137
55.9533,-3.1883
52.2297,21.0122
59.4370,24.7536
54.6872,25.2797
53.3498,-6.2603
64.9631,-19.0208
35.6895,51.3890
21.0285,105.8542
24.7136,46.6753
17.3850,78.4867
-33.9249,18.4241
13.0827,80.2707
23.8103,90.4125
-8.7832,-55.4915
-6.2088,106.8456
-1.9403,29.8739
6.2086,1.5030
35.8617,104.1954
-40.9006,174.8860
46.2044,6.1432
30.5928,114.3055
45.8150,15.9819
41.3851,2.1734
33.5731,-7.5898
32.0853,34.7818
53.4808,-2.2426
35.8617,139.6455
43.6532,-79.3832
37.5665,126.9780
34.6937,135.5023
